,has_summ,soap_central,soapcentral_condensed,tvmega_recap,tvdb,scene_breaks,has_caps,n_scenes,n_lines,n_chars,n_chars_per_scene,duration_raw,duration,split,usable
bb-12-29-16,True,False,False,True,False,none,True,28,156,10,1.821428571428572,1166.407982,19m 26.41s,train,True
bb-12-30-13,True,True,True,True,True,none,True,15,109,7,2.466666666666667,1141.121451,19m 1.12s,train,True
bb-12-30-14,True,True,True,True,True,explicit,True,13,136,6,45.46153846153846,1139.124535,18m 59.12s,train,True
bb-12-30-15,True,True,True,True,True,none,True,19,127,9,2.1578947368421053,1140.448073,19m 0.45s,train,True
bb-12-31-15,True,False,False,True,True,explicit,True,20,173,9,42.45,1140.471293,19m 0.47s,train,True
gl-01-01-04,True,False,False,True,False,none,True,29,299,17,2.0,2215.880272,36m 55.88s,train,True
gl-01-02-03,True,False,False,False,True,implicit,True,20,338,15,47.9,2277.227392,37m 57.23s,train,True
gl-01-02-04,True,False,False,True,False,none,True,31,317,18,2.096774193548387,2210.887982,36m 50.89s,train,True
gl-01-03-03,True,False,False,False,True,implicit,True,21,288,13,45.19047619047619,2275.718095,37m 55.72s,train,True
gl-01-03-05,True,True,True,True,True,explicit,False,21,369,18,48.80952380952381,2209.332245,36m 49.33s,nelly-excluded,False
gl-01-03-06,True,True,True,False,False,implicit,True,2,367,23,32.5,2210.075283,36m 50.08s,nelly-excluded,True
gl-01-04-05,True,True,True,True,True,explicit,True,33,365,12,42.21212121212121,2199.301224,36m 39.30s,test,True
gl-01-04-06,True,True,True,False,False,none,True,24,195,16,2.875,2244.092517,37m 24.09s,nelly-excluded,True
gl-01-05-04,True,True,True,True,False,none,True,48,324,18,2.3125,2136.142948,35m 36.14s,train,True
gl-01-05-05,True,True,True,True,True,explicit,True,27,340,19,44.18518518518518,2170.299501,36m 10.30s,test,True
gl-01-05-06,True,True,True,False,False,none,True,54,396,20,2.185185185185185,2222.080000,37m 2.08s,nelly-excluded,True
gl-01-06-03,True,True,True,False,True,implicit,True,18,314,14,47.888888888888886,2234.572336,37m 14.57s,train,True
gl-01-06-04,True,True,True,True,False,none,True,32,260,19,2.21875,2186.135510,36m 26.14s,train,True
gl-01-06-05,True,True,True,True,True,explicit,True,29,402,19,43.310344827586206,2198.256327,36m 38.26s,test,True
gl-01-06-06,True,True,True,False,False,none,True,56,338,25,2.2142857142857144,2193.078277,36m 33.08s,nelly-excluded,True
gl-01-07-03,True,True,True,False,False,implicit,True,16,374,18,51.75,2282.521542,38m 2.52s,nelly-excluded,True
gl-01-07-04,True,True,True,True,False,none,True,34,342,22,2.411764705882353,2168.140045,36m 8.14s,train,True
gl-01-07-05,True,True,True,True,True,explicit,False,17,366,17,46.0,2147.334966,35m 47.33s,nelly-excluded,False
gl-01-08-03,True,True,True,False,False,implicit,True,19,412,16,49.578947368421055,2294.177959,38m 14.18s,nelly-excluded,True
gl-01-08-04,True,True,True,True,False,none,True,24,305,14,2.0,2187.133968,36m 27.13s,train,True
gl-01-09-03,False,False,False,False,False,implicit,True,22,354,13,46.72727272727273,2318.489252,38m 38.49s,nelly-excluded,False
gl-01-09-04,True,True,True,True,False,none,False,39,299,17,1.9743589743589745,2188.132426,36m 28.13s,nelly-excluded,False
gl-01-09-06,True,True,True,True,False,explicit,True,32,325,20,44.28125,2211.398821,36m 51.40s,train,True
gl-01-10-03,False,False,False,False,False,implicit,True,20,308,13,46.15,2276.762993,37m 56.76s,nelly-excluded,False
gl-01-10-05,True,True,True,True,True,explicit,True,26,299,16,44.61538461538461,2185.346032,36m 25.35s,test,True
gl-01-10-06,True,True,True,True,False,explicit,True,20,389,16,48.05,2216.994830,36m 56.99s,train,True
gl-01-11-05,True,True,True,True,True,explicit,True,26,426,16,45.69230769230769,2195.377052,36m 35.38s,test,True
gl-01-11-06,True,True,True,True,False,explicit,True,17,299,13,45.52941176470589,2246.902132,37m 26.90s,train,True
gl-01-12-04,True,True,True,True,False,none,True,44,408,25,2.409090909090909,2160.129161,36m 0.13s,train,True
gl-01-12-05,True,True,True,True,True,explicit,True,27,349,16,44.888888888888886,2189.363084,36m 29.36s,test,True
gl-01-12-06,True,True,True,True,False,explicit,True,27,327,17,44.333333333333336,2220.431383,37m 0.43s,train,True
gl-01-13-03,True,True,True,False,False,implicit,True,22,319,15,49.36363636363637,2276.646893,37m 56.65s,nelly-excluded,True
gl-01-13-04,True,True,True,True,False,none,True,41,361,24,2.414634146341464,1957.140317,32m 37.14s,train,True
gl-01-13-05,True,True,True,True,True,explicit,True,45,680,18,45.95555555555556,2190.361542,36m 30.36s,test,True
gl-01-13-06,True,True,True,True,False,explicit,True,28,321,13,43.392857142857146,2175.802630,36m 15.80s,train,True
gl-01-14-03,True,True,True,False,False,implicit,True,18,313,12,45.333333333333336,2296.569615,38m 16.57s,nelly-excluded,True
gl-01-14-04,True,True,True,True,False,none,True,35,367,19,1.8857142857142857,2203.132517,36m 43.13s,train,True
gl-01-14-05,True,True,True,True,True,explicit,True,21,372,19,47.66666666666666,2155.415510,35m 55.42s,test,True
gl-01-15-03,True,True,True,True,False,explicit,True,19,388,14,47.05263157894737,2297.614512,38m 17.61s,train,True
gl-01-15-04,True,True,True,True,False,none,True,30,327,21,2.1,2213.140317,36m 53.14s,train,True
gl-01-16-03,True,True,True,False,False,implicit,True,16,295,13,48.6875,2243.419138,37m 23.42s,nelly-excluded,True
gl-01-16-04,True,True,True,True,False,none,True,38,329,20,1.868421052631579,2198.140227,36m 38.14s,train,True
gl-01-16-06,True,True,True,True,False,explicit,True,25,448,17,46.72,2232.064580,37m 12.06s,train,True
gl-01-17-03,True,True,True,False,False,implicit,True,23,333,13,46.47826086956522,2265.222676,37m 45.22s,nelly-excluded,True
gl-01-17-05,True,True,True,True,True,explicit,True,25,376,18,45.84,2140.368980,35m 40.37s,test,True
gl-01-17-06,True,True,True,True,False,explicit,True,30,451,16,45.16666666666666,2220.036644,37m 0.04s,train,True
gl-01-18-05,True,True,True,True,True,explicit,True,23,346,20,47.95652173913044,2186.367710,36m 26.37s,test,True
gl-01-18-06,True,True,True,True,False,explicit,True,13,358,12,50.92307692307692,2201.483900,36m 41.48s,train,True
gl-01-19-04,True,True,True,True,False,none,True,30,257,12,1.8333333333333333,2207.010249,36m 47.01s,train,True
gl-01-19-05,True,True,True,True,True,explicit,True,24,429,20,46.66666666666666,2187.412608,36m 27.41s,test,True
gl-01-19-06,True,True,True,True,False,explicit,True,32,340,21,45.0,2215.206893,36m 55.21s,train,True
gl-01-20-03,True,True,True,True,False,explicit,True,21,309,14,45.42857142857143,2244.649796,37m 24.65s,train,True
gl-01-20-06,True,True,True,True,False,explicit,True,27,327,23,46.18518518518518,2204.130975,36m 44.13s,train,True
gl-01-21-03,True,True,True,True,False,explicit,True,22,310,14,46.18181818181818,2288.535510,38m 8.54s,train,True
gl-01-21-05,True,True,True,False,True,none,True,43,483,19,2.697674418604651,2144.362812,35m 44.36s,train,True
gl-01-22-03,True,True,True,True,False,explicit,True,18,363,15,48.94444444444444,2248.248889,37m 28.25s,train,True
gl-01-22-04,True,True,True,True,False,none,True,36,354,27,2.25,2205.013333,36m 45.01s,train,True
gl-01-23-03,True,True,True,True,False,explicit,True,23,381,13,48.56521739130435,2276.948753,37m 56.95s,train,True
gl-01-23-06,True,True,True,True,False,explicit,False,25,320,17,44.68,2185.880091,36m 25.88s,nelly-excluded,False
gl-01-24-03,True,False,False,True,False,explicit,True,29,434,19,44.37931034482759,2298.682630,38m 18.68s,train,True
gl-01-24-05,True,True,True,True,True,explicit,True,19,328,12,46.36842105263158,2178.333605,36m 18.33s,test,True
gl-01-24-06,True,True,True,True,False,explicit,True,30,336,14,43.96666666666667,2217.064490,36m 57.06s,train,True
gl-01-25-05,True,True,True,True,True,none,True,31,265,12,1.870967741935484,2135.330249,35m 35.33s,test,True
gl-01-25-06,True,True,True,True,False,explicit,True,13,264,11,44.92307692307692,2251.197823,37m 31.20s,train,True
gl-01-26-05,True,True,True,True,True,none,True,39,469,12,2.051282051282051,2196.375510,36m 36.38s,test,True
gl-01-26-06,True,True,True,True,False,explicit,True,28,403,16,45.535714285714285,2227.049070,37m 7.05s,train,True
gl-01-27-03,True,True,True,True,False,explicit,True,21,346,17,47.90476190476191,2274.023039,37m 54.02s,train,True
gl-01-27-04,True,True,True,True,False,none,True,36,362,18,1.9722222222222223,2183.999274,36m 24.00s,train,True
gl-01-27-05,True,True,True,True,True,none,True,39,446,17,1.6923076923076923,2189.432744,36m 29.43s,test,True
gl-01-27-06,True,True,True,True,False,explicit,True,36,352,19,42.30555555555556,2235.802993,37m 15.80s,train,True
gl-01-28-03,True,True,True,True,False,explicit,True,20,278,10,42.35,2277.900771,37m 57.90s,train,True
gl-01-28-04,True,True,True,True,False,none,True,33,329,22,2.4242424242424243,2196.003991,36m 36.00s,train,True
gl-01-28-05,True,True,True,True,True,none,True,41,396,19,2.097560975609756,2186.367710,36m 26.37s,test,True
gl-01-29-03,True,True,True,True,False,explicit,True,13,241,8,47.38461538461539,2266.685533,37m 46.69s,train,True
gl-01-29-04,True,True,True,True,False,none,True,27,334,18,2.1481481481481484,2158.039365,35m 58.04s,train,True
gl-01-30-03,True,True,True,True,False,explicit,True,23,353,14,47.82608695652174,2448.660317,40m 48.66s,train,True
gl-01-30-04,True,True,True,True,False,none,True,26,347,17,2.1923076923076925,2198.070567,36m 38.07s,train,True
gl-01-30-06,True,True,True,True,False,explicit,True,33,341,24,42.66666666666666,2219.966984,36m 59.97s,train,True
gl-01-31-03,True,False,False,True,False,explicit,True,14,249,13,49.71428571428572,2219.409705,36m 59.41s,train,True
gl-01-31-05,True,True,True,True,True,none,True,36,378,19,2.2222222222222223,2182.884717,36m 22.88s,test,True
gl-01-31-06,True,True,True,True,False,explicit,False,23,359,15,46.52173913043478,2239.169887,37m 19.17s,nelly-excluded,False
gl-02-01-05,True,True,True,True,True,none,False,32,341,17,2.03125,2181.259320,36m 21.26s,nelly-excluded,False
gl-02-01-06,True,True,True,True,False,explicit,True,7,218,9,54.0,2273.628299,37m 53.63s,train,True
gl-02-02-04,True,True,True,True,False,none,True,26,322,17,2.1923076923076925,2212.141859,36m 52.14s,train,True
gl-02-02-05,True,True,True,True,True,none,True,41,330,21,2.048780487804878,2194.262494,36m 34.26s,test,True
gl-02-02-06,True,True,True,True,False,explicit,True,27,345,18,44.14814814814815,2258.070930,37m 38.07s,train,True
gl-02-03-04,True,True,True,True,False,none,True,42,430,19,2.023809523809524,2198.140227,36m 38.14s,train,True
gl-02-03-05,True,True,True,True,True,none,True,37,468,18,1.9189189189189189,2148.217324,35m 48.22s,test,True
gl-02-03-06,True,True,True,True,False,explicit,True,27,389,16,43.66666666666666,2293.179501,38m 13.18s,train,True
gl-02-04-03,True,True,True,True,False,explicit,True,21,417,15,46.23809523809524,2253.821678,37m 33.82s,train,True
gl-02-04-04,True,True,True,True,False,none,True,25,320,16,2.28,2204.130975,36m 44.13s,train,True
gl-02-04-05,True,True,True,True,True,none,False,42,393,17,1.9523809523809523,2184.254694,36m 24.25s,nelly-excluded,False
gl-02-05-03,True,True,True,True,False,explicit,True,25,372,14,46.48,2278.852789,37m 58.85s,train,True
gl-02-05-04,True,True,True,True,False,none,True,27,328,19,2.4814814814814814,2212.141859,36m 52.14s,train,True
gl-02-06-03,True,True,True,True,False,explicit,True,25,341,17,46.32,2225.307574,37m 5.31s,train,True
gl-02-06-04,True,True,True,True,False,none,True,45,346,19,1.9555555555555555,2210.284263,36m 50.28s,train,True
gl-02-06-06,True,False,False,True,False,explicit,True,25,264,18,44.28,2302.188844,38m 22.19s,train,True
gl-02-07-03,True,False,False,True,False,explicit,True,22,412,17,47.81818181818182,2269.913107,37m 49.91s,train,True
gl-02-07-05,True,True,True,True,True,none,True,32,309,13,1.90625,2190.431202,36m 30.43s,test,True
gl-02-07-06,True,False,False,True,False,explicit,True,28,396,17,45.85714285714285,2252.265941,37m 32.27s,train,True
gl-02-08-05,True,True,True,True,True,none,True,38,301,19,1.8157894736842104,2188.411066,36m 28.41s,test,True
gl-02-08-06,False,False,False,False,False,none,True,35,337,21,2.085714285714286,2297.080454,38m 17.08s,nelly-excluded,False
gl-02-09-04,True,True,True,True,False,none,True,32,299,17,2.0,2213.302857,36m 53.30s,train,True
gl-02-09-05,True,True,True,True,True,none,True,36,474,18,2.138888888888889,2187.133968,36m 27.13s,test,True
gl-02-09-06,True,False,False,True,False,explicit,True,27,366,23,45.851851851851855,2259.719546,37m 39.72s,train,True
gl-02-10-03,True,True,True,True,False,explicit,False,20,410,15,49.2,2278.945669,37m 58.95s,nelly-excluded,False
gl-02-10-04,True,True,True,True,False,none,True,30,327,13,2.533333333333333,2202.296599,36m 42.30s,train,True
gl-02-10-05,True,True,True,True,True,none,True,39,358,16,1.8205128205128205,2177.381587,36m 17.38s,test,True
gl-02-10-06,True,False,False,True,False,explicit,True,26,331,19,44.11538461538461,2295.060317,38m 15.06s,train,True
gl-02-11-03,True,True,True,True,False,explicit,True,22,428,19,48.18181818181818,2248.016689,37m 28.02s,train,True
gl-02-11-04,True,True,True,True,False,none,True,26,409,19,2.0,2162.218957,36m 2.22s,train,True
gl-02-11-05,True,True,True,True,True,none,True,31,333,23,2.3225806451612905,2223.380317,37m 3.38s,test,True
gl-02-12-04,True,True,True,True,False,none,True,24,359,13,2.375,2199.324444,36m 39.32s,train,True
gl-02-13-03,True,True,True,True,False,explicit,True,21,440,14,48.19047619047619,2241.840181,37m 21.84s,train,True
gl-02-13-04,True,False,False,True,False,none,False,45,349,27,2.2666666666666666,2204.293515,36m 44.29s,nelly-excluded,False
gl-02-13-06,True,False,False,True,False,explicit,True,37,305,23,42.94594594594594,2264.409977,37m 44.41s,train,True
gl-02-14-03,True,True,True,True,False,explicit,True,20,396,14,48.3,2260.764444,37m 40.76s,train,True
gl-02-14-05,True,True,True,True,True,none,True,55,350,27,1.7818181818181815,2151.375238,35m 51.38s,test,True
gl-02-15-05,True,True,True,True,True,none,True,42,403,24,2.238095238095238,2192.381678,36m 32.38s,test,True
gl-02-15-06,True,False,False,True,False,explicit,True,23,272,11,43.65217391304348,2236.337052,37m 16.34s,train,True
gl-02-16-04,True,True,True,True,False,none,True,47,347,22,2.127659574468085,2189.293424,36m 29.29s,train,True
gl-02-16-05,True,True,True,True,True,none,True,37,500,16,1.891891891891892,2196.375510,36m 36.38s,test,True
gl-02-16-06,True,False,False,True,False,explicit,True,27,352,19,46.44444444444444,2245.230295,37m 25.23s,train,True
gl-02-17-03,True,False,False,True,False,explicit,True,22,286,12,47.31818181818182,2265.803175,37m 45.80s,train,True
gl-02-17-04,True,True,True,True,False,none,True,47,404,21,2.382978723404255,2197.281088,36m 37.28s,train,True
gl-02-17-05,True,True,True,True,True,none,True,39,354,17,1.9743589743589745,2185.229932,36m 25.23s,test,True
gl-02-17-06,True,False,False,True,False,explicit,True,31,341,16,43.58064516129032,2263.225760,37m 43.23s,train,True
gl-02-18-03,True,False,False,True,False,explicit,True,20,375,16,48.85,2257.374331,37m 37.37s,train,True
gl-02-18-04,True,True,True,True,False,none,False,37,273,18,1.945945945945946,2157.133787,35m 57.13s,nelly-excluded,False
gl-02-18-05,True,True,True,True,True,none,True,45,359,21,1.9555555555555555,2184.370794,36m 24.37s,test,True
gl-02-19-03,True,False,False,True,False,explicit,True,17,418,13,47.1764705882353,2257.978050,37m 37.98s,train,True
gl-02-19-04,True,True,True,True,False,none,True,38,358,18,2.026315789473684,2202.296599,36m 42.30s,train,True
gl-02-20-03,True,False,False,True,False,explicit,True,16,325,8,46.3125,2251.197823,37m 31.20s,train,True
gl-02-20-04,True,True,True,True,False,none,True,29,299,16,2.2413793103448274,2202.296599,36m 42.30s,train,True
gl-02-20-06,True,False,False,True,False,explicit,True,25,397,14,46.36,2196.654150,36m 36.65s,train,True
gl-02-21-03,True,False,False,True,False,explicit,True,25,473,22,47.56,2219.525805,36m 59.53s,train,True
gl-02-21-05,True,True,True,True,True,none,True,57,419,20,1.7017543859649122,2190.431202,36m 30.43s,test,True
gl-02-21-06,True,False,False,True,False,explicit,True,24,310,13,43.29166666666666,2183.906395,36m 23.91s,train,True
gl-02-22-05,True,True,True,True,True,none,True,42,360,18,2.023809523809524,2185.253152,36m 25.25s,test,True
gl-02-22-06,True,False,False,True,False,explicit,False,13,328,9,48.53846153846154,2203.225397,36m 43.23s,nelly-excluded,False
gl-02-23-04,True,True,True,True,False,none,True,24,309,17,3.375,2199.324444,36m 39.32s,train,True
gl-02-23-05,True,True,True,True,True,none,False,41,342,15,1.9268292682926829,2169.417143,36m 9.42s,nelly-excluded,False
gl-02-23-06,True,False,False,True,False,explicit,True,27,372,21,47.5925925925926,2178.310385,36m 18.31s,train,True
gl-02-24-03,True,False,False,True,False,explicit,True,22,371,15,46.04545454545455,2215.183673,36m 55.18s,train,True
gl-02-24-04,True,True,True,True,False,none,False,41,372,23,2.4390243902439024,2121.282177,35m 21.28s,nelly-excluded,False
gl-02-24-05,True,True,True,True,True,none,True,47,445,21,2.042553191489361,2170.415601,36m 10.42s,test,True
gl-02-24-06,True,False,False,True,False,explicit,True,26,347,16,46.07692307692308,2158.852063,35m 58.85s,train,True
gl-02-25-03,True,False,False,True,False,explicit,True,18,285,18,47.11111111111112,2286.631474,38m 6.63s,train,True
gl-02-25-04,True,True,True,True,False,none,True,26,392,17,2.9615384615384617,2125.299229,35m 25.30s,train,True
gl-02-25-05,True,True,True,True,True,none,True,42,436,22,2.357142857142857,2152.420136,35m 52.42s,test,True
gl-02-26-03,True,False,False,True,False,explicit,True,16,407,15,49.375,2269.309388,37m 49.31s,train,True
gl-02-26-04,True,True,True,True,False,none,True,31,311,15,2.548387096774193,2190.129342,36m 30.13s,train,True
gl-02-27-03,True,False,False,True,False,explicit,True,26,405,19,46.84615384615385,2210.353923,36m 50.35s,train,True
gl-02-27-04,True,True,True,True,False,none,True,40,351,22,2.15,2207.521088,36m 47.52s,train,True
gl-02-27-06,True,False,False,True,False,explicit,True,25,341,15,44.64,2181.166440,36m 21.17s,test,True
gl-02-28-03,True,False,False,True,False,explicit,True,19,356,20,48.31578947368421,2261.971882,37m 41.97s,train,True
gl-02-28-05,True,True,True,True,True,none,True,31,305,17,1.967741935483871,2128.410703,35m 28.41s,test,True
gl-02-28-06,True,False,False,True,False,explicit,True,24,338,16,44.875,2181.839819,36m 21.84s,test,True
gl-03-01-04,True,True,True,True,False,none,True,33,401,19,2.1818181818181817,2215.253333,36m 55.25s,train,True
gl-03-01-05,True,True,True,True,True,none,True,42,435,18,2.333333333333333,2186.367710,36m 26.37s,test,True
gl-03-01-06,True,False,False,True,False,explicit,True,10,243,17,47.8,2199.904943,36m 39.90s,test,True
gl-03-02-04,True,True,True,True,False,none,False,22,260,10,1.7727272727272727,2207.126349,36m 47.13s,nelly-excluded,False
gl-03-02-05,True,True,True,True,True,none,True,33,292,11,1.818181818181818,2197.420408,36m 37.42s,test,True
gl-03-02-06,True,False,False,True,False,explicit,True,24,387,18,45.79166666666666,2185.903311,36m 25.90s,train,True
gl-03-03-03,True,False,False,True,False,explicit,True,23,388,37,44.47826086956522,2211.584580,36m 51.58s,train,True
gl-03-03-04,True,True,True,True,False,none,True,25,320,13,2.0,2209.123265,36m 49.12s,train,True
gl-03-03-05,True,True,True,True,True,none,True,41,398,14,1.951219512195122,2195.284172,36m 35.28s,test,True
gl-03-03-06,True,False,False,True,False,explicit,True,28,393,17,45.17857142857143,2125.786848,35m 25.79s,train,True
gl-03-04-03,True,False,False,True,False,explicit,True,23,420,22,46.30434782608695,2276.275374,37m 56.28s,train,True
gl-03-04-04,True,True,True,True,False,none,True,27,290,10,1.8888888888888888,2208.124807,36m 48.12s,train,True
gl-03-04-05,True,True,True,True,True,none,False,42,321,26,2.095238095238096,2184.417234,36m 24.42s,nelly-excluded,False
gl-03-05-03,True,False,False,True,False,explicit,True,22,448,19,48.04545454545455,2287.258413,38m 7.26s,train,True
gl-03-05-04,True,True,True,True,False,none,True,24,306,15,2.083333333333333,2162.288617,36m 2.29s,train,True
gl-03-06-03,True,False,False,True,False,explicit,True,21,384,19,47.66666666666666,2267.242812,37m 47.24s,train,True
gl-03-06-06,True,False,False,True,False,explicit,True,32,310,14,40.5,2261.089524,37m 41.09s,train,True
gl-03-07-03,True,False,False,True,False,explicit,True,23,362,19,45.82608695652174,2252.591020,37m 32.59s,train,True
gl-03-07-05,True,True,True,True,True,none,True,36,293,14,1.9444444444444444,2184.301134,36m 24.30s,test,True
gl-03-07-06,True,False,False,True,False,explicit,False,28,304,14,44.392857142857146,2240.609524,37m 20.61s,nelly-excluded,False
gl-03-08-04,True,True,True,True,False,none,True,26,310,8,1.7307692307692308,2183.372336,36m 23.37s,train,True
gl-03-08-05,True,True,True,True,True,none,True,37,337,18,2.0,2196.282630,36m 36.28s,val,True
gl-03-08-06,True,False,False,True,False,explicit,True,7,317,13,52.71428571428572,2234.502676,37m 14.50s,train,True
gl-03-09-04,True,True,True,True,False,none,True,29,286,11,1.862068965517241,2174.409433,36m 14.41s,train,True
gl-03-09-05,True,True,True,True,True,none,True,35,361,15,2.0,2145.361270,35m 45.36s,val,True
gl-03-09-06,True,False,False,True,False,explicit,True,27,326,13,43.5925925925926,2266.917732,37m 46.92s,train,True
gl-03-10-03,True,False,False,True,False,explicit,True,19,345,15,47.63157894736842,2259.231927,37m 39.23s,train,True
gl-03-10-04,True,True,True,True,False,none,True,33,300,16,2.212121212121212,2192.381678,36m 32.38s,train,True
gl-03-10-05,True,True,True,True,True,none,True,41,394,18,2.1219512195121952,2202.343039,36m 42.34s,val,True
gl-03-10-06,False,False,False,False,False,none,True,57,347,28,2.1578947368421053,2202.853878,36m 42.85s,nelly-excluded,False
gl-03-11-03,True,False,False,True,False,explicit,False,21,431,16,49.142857142857146,2258.628209,37m 38.63s,nelly-excluded,False
gl-03-11-04,True,True,True,True,False,none,True,32,383,24,2.0625,2189.200544,36m 29.20s,train,True
gl-03-11-05,True,True,True,True,True,none,True,43,415,18,1.9534883720930232,2197.281088,36m 37.28s,val,True
gl-03-12-03,True,False,False,True,False,explicit,True,24,351,14,46.29166666666666,2205.779592,36m 45.78s,train,True
gl-03-12-04,True,True,True,False,False,none,True,34,411,20,2.264705882352941,1721.179138,28m 41.18s,nelly-excluded,True
gl-03-13-03,True,False,False,True,False,explicit,True,16,308,15,47.4375,2236.267392,37m 16.27s,train,True
gl-03-13-06,True,False,False,True,False,explicit,True,26,339,17,45.26923076923077,2253.635918,37m 33.64s,train,True
gl-03-14-03,True,False,False,True,False,explicit,True,19,359,18,46.05263157894737,1951.196009,32m 31.20s,train,True
gl-03-14-05,True,True,True,True,True,none,True,29,341,16,2.3448275862068964,2184.301134,36m 24.30s,val,True
gl-03-14-06,True,False,False,True,False,explicit,True,29,376,21,45.27586206896552,2213.813696,36m 53.81s,train,True
gl-03-15-04,True,True,True,True,False,none,True,33,395,15,2.0,2153.302494,35m 53.30s,train,True
gl-03-15-05,True,True,True,True,True,none,True,34,472,21,2.147058823529412,2185.253152,36m 25.25s,val,True
gl-03-15-06,True,False,False,True,False,explicit,True,17,289,11,42.94117647058823,2225.423673,37m 5.42s,train,True
gl-03-16-04,True,True,True,True,False,none,True,29,356,17,2.034482758620689,2216.367891,36m 56.37s,train,True
gl-03-16-05,True,True,True,True,True,none,True,53,393,20,1.8679245283018868,2189.363084,36m 29.36s,val,True
gl-03-17-03,True,False,False,True,False,explicit,True,19,355,14,48.63157894736842,2256.190113,37m 36.19s,train,True
gl-03-17-04,True,True,True,True,False,none,True,30,357,16,1.9666666666666663,2198.302766,36m 38.30s,train,True
gl-03-18-03,True,False,False,True,False,explicit,True,22,421,17,45.72727272727273,2294.735238,38m 14.74s,train,True
gl-03-19-03,True,False,False,True,False,explicit,True,19,303,10,48.10526315789474,2279.619048,37m 59.62s,train,True
gl-03-20-06,True,False,False,True,False,explicit,True,29,273,14,42.48275862068966,2206.940590,36m 46.94s,train,True
gl-03-21-05,True,True,True,True,True,none,True,53,409,20,1.849056603773585,2178.240726,36m 18.24s,val,True
gl-03-21-06,True,False,False,True,False,explicit,True,30,362,15,46.266666666666666,2176.893968,36m 16.89s,train,True
gl-03-22-04,True,True,True,True,False,none,True,30,262,14,1.8,2211.375601,36m 51.38s,train,True
gl-03-22-05,True,True,True,True,True,none,True,40,316,19,1.95,2193.287256,36m 33.29s,val,True
gl-03-22-06,True,False,False,True,False,explicit,True,16,366,17,48.1875,2234.502676,37m 14.50s,train,True
gl-03-23-04,True,True,True,True,False,none,True,41,419,17,1.8780487804878048,2213.372517,36m 53.37s,train,True
gl-03-23-05,True,True,True,False,True,none,True,53,393,20,2.056603773584906,2142.249796,35m 42.25s,train,True
gl-03-23-06,True,False,False,True,False,explicit,True,26,394,11,44.03846153846154,2209.912744,36m 49.91s,train,True
gl-03-24-03,False,False,False,False,False,implicit,True,19,325,14,46.31578947368421,2147.892245,35m 47.89s,nelly-excluded,False
gl-03-24-04,True,True,True,True,False,none,True,36,448,15,2.0277777777777777,2210.377143,36m 50.38s,train,True
gl-03-24-05,True,True,True,True,True,none,True,41,434,18,2.024390243902439,2185.253152,36m 25.25s,val,True
gl-03-24-06,True,False,False,True,False,explicit,True,27,372,17,44.51851851851852,2207.915828,36m 47.92s,train,True
gl-03-25-03,True,False,False,True,False,explicit,True,19,361,15,46.42105263157895,2197.095329,36m 37.10s,train,True
gl-03-25-04,True,True,True,True,False,none,True,45,315,21,1.8888888888888888,2167.280907,36m 7.28s,train,True
gl-03-25-05,True,True,True,True,True,none,True,45,370,18,1.9555555555555555,2133.286893,35m 33.29s,val,True
gl-03-26-03,False,False,False,False,False,implicit,False,20,269,26,45.15,2219.363265,36m 59.36s,nelly-excluded,False
gl-03-26-04,True,True,True,True,False,none,True,31,347,26,2.032258064516129,2220.292063,37m 0.29s,train,True
gl-03-27-03,True,False,False,True,False,explicit,True,24,455,23,48.333333333333336,2181.096780,36m 21.10s,train,True
gl-03-27-06,True,False,False,True,False,explicit,True,24,311,13,44.583333333333336,2220.919002,37m 0.92s,train,True
gl-03-28-03,False,False,False,False,False,implicit,True,22,398,34,47.31818181818182,2080.600816,34m 40.60s,nelly-excluded,False
gl-03-28-05,True,True,True,True,True,none,True,48,333,21,1.9375,2193.333696,36m 33.33s,val,True
gl-03-28-06,True,False,False,True,False,explicit,True,26,319,13,44.38461538461539,2188.411066,36m 28.41s,train,True
gl-03-29-04,True,True,True,True,False,none,True,36,292,20,1.9166666666666667,2216.298231,36m 56.30s,train,True
gl-03-29-05,True,True,True,True,True,none,False,34,352,21,2.264705882352941,2158.248345,35m 58.25s,nelly-excluded,False
gl-03-29-06,True,False,False,True,False,explicit,True,5,276,12,52.2,2244.464036,37m 24.46s,train,True
gl-03-30-04,True,True,True,True,False,none,True,38,383,24,2.263157894736842,2218.295147,36m 58.30s,train,True
gl-03-30-05,True,True,True,True,True,none,True,38,423,21,2.131578947368421,2200.253243,36m 40.25s,val,True
gl-03-30-06,True,False,False,True,False,explicit,False,28,341,19,45.785714285714285,2230.462404,37m 10.46s,nelly-excluded,False
gl-03-31-04,True,False,False,True,False,none,True,44,425,21,2.113636363636364,2200.206803,36m 40.21s,train,True
gl-03-31-05,True,True,True,True,True,none,False,54,482,33,2.092592592592593,2195.284172,36m 35.28s,nelly-excluded,False
gl-03-31-06,True,False,False,True,False,explicit,True,23,373,20,48.69565217391305,2184.370794,36m 24.37s,train,True
gl-04-01-03,True,False,False,True,False,explicit,True,23,324,16,46.26086956521739,2288.001451,38m 8.00s,train,True
gl-04-01-04,True,True,True,True,False,none,True,34,398,32,2.8529411764705883,2180.284082,36m 20.28s,train,True
gl-04-01-05,True,True,True,True,True,none,False,46,341,26,1.934782608695652,2180.260862,36m 20.26s,nelly-excluded,False
